Station,NSE_HIRNN,PBIAS_HIRNN,RMSE_HIRNN,KGE_HIRNN,NSE_Hybrid,PBIAS_Hybrid,RMSE_Hybrid,KGE_Hybrid
55790000,0.571980504893417,34.0031650854851,0.95299207330223,0.485760715976335,0.630225710117052,-11.3966532255064,0.885779997666993,0.612570892201839
403209A,0.735201246327135,-1.88127696015416,0.874483369416981,0.834496011079273,0.930586823630112,6.21328460521139,0.447728299321306,0.918169675149837
419005,0.553893980664733,8.66645932280075,0.66154106178997,0.490158897217917,0.622576048254136,16.0700674103369,0.608488665787753,0.570792618649034
604053,0.669741088097909,-36.3758585519836,0.11481957230884,0.57782274571151,0.7593877710187,-20.18655168724,0.098004834619363,0.75923450053504
223202,0.327038955037117,15.481485429376,0.673291027229207,0.237686717799487,0.439718923396311,7.43684588078378,0.614342896987636,0.338083454671648
222206,0.589283210539661,-6.96154064079697,0.710034941777294,0.518530108653372,0.7095375962115,-5.23966434489913,0.597108779462841,0.647182074735191
308145,0.685071543444814,6.54902556812107,3.13212983732606,0.74000279099887,0.802592902103635,-3.66658244027735,2.4797916101981,0.886506236229087
405219,0.817444674348367,11.2753384768577,0.607630545767202,0.748169711887912,0.825089863109635,24.2519382322909,0.594771067432577,0.682420434533825
307473,0.62861536563834,24.2456412752522,4.00309841678439,0.550870466609081,0.846986674465451,10.0094778876,2.56950181506031,0.790115037755832
410731,0.213197674956212,30.6754596311818,0.952955818622359,0.200924453987849,0.353182396222444,23.5401523761932,0.864034063616506,0.355092313261748
224213A,0.593170921983019,9.79200523773163,0.580170009646945,0.602974259924943,0.597618694775782,13.1211280072235,0.576989858256997,0.518122543268887
405227,0.721088090041504,1.7339474639586,0.985294786527411,0.695315103001145,0.775618286951892,3.62947364314632,0.883743809494675,0.769102629945865
405209,0.789571876088025,-12.3768395879182,0.397636504486793,0.803723400372424,0.804951007202614,-29.7210700095883,0.382830218958703,0.690435196303834
225219,0.619705075383229,14.317910138006,0.753787432758627,0.691360387690987,0.659109310766279,15.4872488167939,0.713667956689765,0.662472204583933
314207,0.80646226433121,0.770457019646467,1.40177384499901,0.884602014289597,0.858424566985931,-1.33490925361453,1.19891687748935,0.915487170339419
224214A,0.110393819212422,-5.89336702232666,0.261132607818404,0.574352900877413,0.307651459423138,-4.74395950963888,0.230369298905381,0.480075648725825
403222,0.846242161671453,-13.2296148838348,0.366060038778934,0.847301946425873,0.893365991591115,0.574961875900449,0.304846740963799,0.892012720601404
401210,0.641598745452643,16.5309301833054,0.894499814502158,0.656301023173957,0.715543917723173,1.49991220934402,0.796898678098263,0.751078628209939
401217,0.66277793179974,-6.370669361556,0.60707303940614,0.749385652278238,0.750770789708168,-4.62833518255911,0.521894142813812,0.83440433544417
405215,0.556639776920098,-24.6066963984197,0.656129485377996,0.581904583461706,0.763445391259059,-16.6225434696207,0.479266306362634,0.801046364849675
405218,0.711303332338835,14.7105715789179,1.27426798828639,0.650372279552365,0.750416004759451,8.49394656324746,1.18480875252459,0.789220830613178
401208,0.15417310404139,-49.2584025106512,0.3603494121969,0.315395500282513,0.320941391998859,-102.039710871122,0.322876697123668,-0.039307094545034
405264,0.78323569694375,-13.6826197558959,0.482262156986184,0.82109428904972,0.815858834594573,-13.4788891431002,0.444492815903354,0.780907300499391
405263,0.751060443396536,-9.96486072316739,0.657246537151001,0.825918358742399,0.877220971133481,-0.982923827409295,0.461576242846527,0.909075365800943
407214,-0.619937374043826,0.674128046574951,1.67117875194446,0.330404403520799,0.788234142045498,-28.8865786134552,0.60422927575479,0.689189707383608
408200,0.440870170273448,-57.2810977712686,0.095123663668504,0.213404090482017,0.666708332942081,23.2847562200945,0.07344199492065,0.489333571315351
410734,0.354596786414956,31.5425800480436,0.947966323418996,0.53086390216754,0.733163042325735,19.0969067503492,0.609537371239919,0.693119484367916
1160527,0.043057159259162,19.1187168621125,0.120953991182377,0.141187017578779,0.167725988157738,-1.91459215183412,0.112800330377849,0.225372903914977
1159811,0.192600222580926,15.7324096333983,0.453910021368459,0.348597574246172,0.289742518649664,19.8255423676642,0.425729129696467,0.257472942452802
1160709,-3.14836048142428,-26.8827283223378,1.09583838038723,-0.445475941935737,0.567837214669678,1.76876151731237,0.353697463848538,0.602153771296407
