,Station,INSC,COEFF,SQ,SMSC,SUB,CRAK,K
3,60810000,1.0882536321878433,279.0224313735962,1.7671566009521484,372.0185160636902,0.07348104566335678,0.767734706401825,0.009931720420718193
4,63250000,2.302391231060028,274.5652675628662,1.8382453322410583,391.2092447280884,0.03501572832465172,0.6398162841796875,-0.02596159055829048
5,55520001,3.5714954137802124,281.2556266784668,1.756563127040863,431.3631057739258,0.03326067700982094,0.36585119366645813,-0.037762333452701566
6,65100000,0.9441781044006348,305.5611848831177,1.3025226294994354,350.4778742790222,-0.02595370076596737,0.8319477438926697,0.09064914286136627
7,64659000,1.587100327014923,306.2695264816284,1.2120323181152344,89.36929702758789,0.06129121035337448,0.8453928232192993,0.26865277290344236
8,54110002,4.780121743679047,277.36215591430664,1.6971396803855896,500.0021457672119,0.08219164609909058,0.4838460385799408,0.10398802757263183
9,50785000,4.17475551366806,269.0654993057251,1.9194127321243286,405.31569719314575,0.01689140498638153,0.41713133454322815,0.10769780874252319
10,40050000,1.3707838952541351,311.29984855651855,1.1786891520023346,414.6185517311096,0.02013302780687809,0.7907463312149048,0.0747445061802864
11,25130000,2.73358553647995,288.2882595062256,1.6293894052505493,500.0036358833313,0.06705555319786072,0.6215187311172485,0.17184943556785584
12,45131000,1.164163202047348,285.07986068725586,1.4991682469844818,406.82700276374817,0.05713813751935959,0.8139208555221558,-0.04141824692487717
13,33460000,3.226326107978821,280.6364059448242,1.7319476008415222,481.45389556884766,-0.019785795360803604,0.275863379240036,-0.04293271154165268
14,42290000,3.520444631576538,281.4929246902466,1.674481451511383,500.00089406967163,0.03374416381120682,0.5266430974006653,0.06292895525693894
15,45840000,1.4470089972019196,321.8586206436157,0.9124329686164856,433.46506357192993,0.03330787643790245,0.8582873344421387,-0.04241094142198563
16,34130000,2.709612250328064,292.48595237731934,1.5523903369903564,445.19391655921936,0.053037870675325394,0.5456396341323853,-0.03837009519338608
17,60790000,1.7287582159042358,282.31422901153564,1.6799497604370117,387.9578411579132,0.06070811301469803,0.696951150894165,0.014558318629860878
18,24950000,2.949552834033966,287.62688636779785,1.5978804230690002,500.02187490463257,0.040972765535116196,0.6025514006614685,0.05736304074525833
19,22850000,2.5771349668502808,289.6113634109497,1.5788957476615906,500.00011920928955,0.08692972362041473,0.6735585331916809,0.10668242275714875
20,53091000,1.4631207287311554,299.23009872436523,1.3352200984954834,381.9417357444763,0.0396236889064312,0.7660034894943237,0.16322919130325317
21,53050000,1.8839871883392334,300.10621547698975,1.2968414425849915,364.3656075000763,0.03542471304535866,0.8005511164665222,0.14854299724102019
22,57650000,2.935713529586792,298.34256172180176,1.4131739437580109,420.99225521087646,0.05329655110836029,0.6824872493743896,0.1778462827205658
23,57700000,2.6694396138191223,309.4072103500366,1.2255090773105621,475.55771470069885,0.07212866842746735,0.6193652749061584,0.11223881542682647
24,55790000,3.3346861600875854,273.78523349761963,1.8629112839698792,370.83324790000916,0.1590217798948288,0.6140894889831543,0.25830700993537903
25,53170000,4.031011164188385,277.2470712661743,1.7886845469474792,200.9878307580948,0.10251036286354065,0.8382824063301086,0.3000006079673767
26,50380000,4.063895344734192,268.8563346862793,1.9287189245224,406.9679081439972,0.02725769579410553,0.24009756743907928,0.07261327207088471
27,53140000,4.279192388057709,275.9355306625366,1.8136577010154724,175.90387165546417,0.12036817520856857,0.886154055595398,0.3000008583068848
28,50420000,4.69215989112854,276.1720895767212,1.6561809182167053,181.6723495721817,-0.008746334351599216,0.318729430437088,0.2188536822795868
