,Station,INSC,COEFF,SQ,SMSC,SUB,CRAK,K,Krd
0,Ghatora,3.8548874855041504,363.86070251464844,0.40690071880817413,489.7896945476532,0.13029906153678894,0.6320998668670654,0.0029584312811493873,0.07322070598602295
1,Bamnidhi,4.166440963745117,338.87012004852295,0.7690241932868958,500.0461935997009,0.21056504547595978,0.6136553287506104,0.0029525622725486756,0.08085951209068298
2,Murappanadu,3.9701220393180847,231.03606700897217,2.262244462966919,364.16950821876526,0.12345688045024872,0.46604931354522705,0.30000507831573486,0.06612629294395447
3,Savandapur,2.8343307971954346,296.3764190673828,1.4471251666545868,454.7976553440094,0.1486753523349762,0.2740883231163025,0.0029999996535480023,0.06223909258842469
4,Adityapur,3.6099380254745483,295.47502994537354,1.7095726132392883,334.501177072525,0.29750269651412964,0.7448152303695679,0.3000002861022949,0.04507262408733368
5,MHHalli,3.1063494086265564,282.6740264892578,2.518272042274475,197.66879081726074,0.2223077267408371,0.8318796753883362,0.3000004649162292,0.10000029802322388
6,Ambarampalayam,3.258522152900696,338.26162815093994,2.4976487159729004,303.3389151096344,0.19166186451911926,0.44394391775131226,0.3000003218650818,0.009999781101942063
7,Kudige,0.49998246133327484,400.00128746032715,0.9293266832828522,49.997784197330475,0.6676718592643738,1.0000046491622925,0.3000007152557373,0.10000035762786866
8,PaleruBridge,2.155924439430237,336.20407581329346,0.8369671404361725,414.07328844070435,0.2967420518398285,0.6891136765480042,0.0029980380088090895,0.09906280040740967
