,Station,INSC,COEFF,SQ,SMSC,SUB,CRAK,K
0,403209A,4.302792847156525,299.9427795410156,1.4327889382839203,375.71239471435547,-0.012643714435398579,0.7627068161964417,0.14403847754001617
1,419005,4.702854752540588,260.1321220397949,2.0954648852348328,144.5983350276947,-0.026979811489582062,0.6513602137565613,0.30004116296768185
2,604053,3.703717887401581,240.54014682769775,2.3914554119110107,402.3236632347107,-0.007394396699965,0.3179744780063629,0.15511940717697142
3,223202,3.7810927629470825,268.56513023376465,1.9674895405769348,383.4598958492279,0.04125277325510979,0.4192557632923126,0.19130040407180784
4,222206,2.1338118612766266,278.4540891647339,1.8176965713500977,377.77578830718994,0.05413917452096939,0.6679584980010986,0.1812035858631134
5,308145,2.956594228744507,278.0552387237549,1.8332882523536682,246.1055964231491,0.3822224736213684,1.0000190734863281,0.30000053644180297
6,405219,4.9231937527656555,295.2052116394043,1.5032880306243896,322.9968845844269,0.019247854128479958,0.837969183921814,0.13894417583942412
7,307473,0.4999910667538643,309.0459108352661,1.2719473242759705,49.99939724802971,0.23951701819896698,1.0000665187835693,0.30000067949295045
8,410731,3.972857892513275,256.92410469055176,2.1462242603302,368.9868748188019,0.02709891088306904,0.2357892096042633,0.23832603693008422
9,224213A,4.575483798980713,293.26767921447754,1.509397029876709,385.0662410259247,0.04997679591178894,0.7075729966163635,0.15289458632469177
10,405227,0.49999941140413284,292.9523468017578,1.5411704778671265,324.20122623443604,0.0503518171608448,0.8560863733291626,0.12425900101661681
11,405209,0.49958232790231705,295.02265453338623,1.4844713509082794,353.2993495464325,0.06075842306017876,0.8553954362869263,0.11149522662162781
12,225219,1.0485858470201492,305.3602457046509,1.2562220692634583,353.4584641456604,0.08897289633750916,0.8371354341506958,0.23074439764022825
13,314207,0.4999985173344612,296.48749828338623,1.460088461637497,303.9262294769287,0.18828536570072174,0.9321760535240173,0.3000043988227844
14,224214A,5.000167489051819,274.05362129211426,1.8244410753250122,384.2712640762329,0.06798910349607468,0.40624916553497314,0.3000006079673767
15,403222,2.7626514434814453,338.91074657440186,0.7611636221408844,404.6807289123535,0.06627389788627625,0.8437352180480957,0.17165783643722535
16,401210,0.5596769973635674,302.498722076416,1.3482123613357544,376.61877274513245,0.08241142332553864,0.7799308896064758,0.11117443442344666
17,401217,0.4988373816013336,291.01693630218506,1.564400553703308,372.2454309463501,0.05205722153186798,0.7686842679977417,0.10021683275699615
18,405215,0.4999994486570358,313.824462890625,1.1102089583873749,219.18503940105438,0.07419116795063019,0.9362374544143677,0.19205907583236695
19,405218,0.4999994486570358,282.25090503692627,1.7104280591011047,226.8986999988556,0.05533157289028168,0.9360630512237549,0.16958994269371033
