,Station,INSC,COEFF,SQ,SMSC,SUB,CRAK,K,Krd,L,LS
0,08064100,2.9618045687675476,297.17302322387695,1.4412692785263062,305.55757880210876,0.08737365901470184,0.8350870609283447,0.29795941114425656,0.026875928044319153,0.10000058412551881,7.505789399147034
1,08100000,1.8649372458457947,284.37368869781494,1.70193350315094,349.67708587646484,0.0803956687450409,0.7402005791664124,0.12189705669879913,0.07647218108177185,0.05504740476608277,7.428718209266663
