,Station,INSC,COEFF,SQ,SMSC,SUB,CRAK,K,L
0,08101000,4.1721537709236145,273.9229202270508,2.3552820682525635,335.53311228752136,0.12232276797294617,0.23853780329227448,0.08501881957054137,0.10000079870223999
1,08171300,0.7609552890062332,233.8399887084961,2.016738474369049,361.4271581172943,0.18292565643787384,0.6556693911552429,0.07252997606992721,0.10000001192092896
2,08189500,3.746199607849121,289.62039947509766,1.6165891885757446,388.5762393474579,0.08074279129505157,0.5479381084442139,0.30000003576278683,0.046043854951858525
3,08194200,3.8160061836242676,238.7446403503418,2.4176684617996216,376.6533136367798,0.0825057402253151,0.7718498706817627,0.30001029968261717,0.07514810562133789
