Date,Pptn,PET,streamflow_mm
1989-03-03,0.0,9.9357805,0.0083587
1989-03-04,0.0,8.8146277,0.00862481
1989-03-05,0.0,8.7234912,0.00822894
1989-03-06,0.77792281,9.029364,0.00747244
1989-03-07,0.00619902,7.59439923,0.00669182
1989-03-08,0.05290919,6.51794453,0.00644335
1989-03-09,5.15736826,6.1222404,0.00767038
1989-03-10,18.59314878,2.43371401,0.00838509
1989-03-11,19.90598203,5.69293106,0.02855091
1989-03-12,2.19711805,4.52213164,0.09769386
1989-03-13,13.41810777,4.26237093,0.07438839
1989-03-14,5.07514962,1.30114195,0.06299692
1989-03-15,4.88798266,6.05666131,0.06246096
1989-03-16,0.0,6.41522576,0.05533341
1989-03-17,0.00413268,6.25981526,0.0480022
1989-03-18,0.28428495,5.53915179,0.04084803
1989-03-19,0.00995106,1.8598695,0.03650693
1989-03-20,0.27998913,4.71375758,0.0343985
1989-03-21,90.43230165,3.47384453,0.13935584
1989-03-22,0.67248506,4.30097887,2.15024192
1989-03-23,0.0,4.3606852,0.35786892
1989-03-24,0.03904296,4.35415996,0.16456873
1989-03-25,0.0,5.42892889,0.10894084
1989-03-26,0.0,4.42985326,0.08740686
1989-03-27,0.0,4.05785757,0.07541126
1989-03-28,0.0,4.33083207,0.06948186
1989-03-29,0.0,3.82234919,0.06443721
1989-03-30,0.13752039,4.45812947,0.06109523
1989-03-31,25.56530756,1.49869495,0.0594746
1989-04-01,37.37602054,2.55633501,0.26373653
1989-04-02,0.77705276,3.72582929,1.02378931
1989-04-03,0.0,4.0743883,0.43238399
1989-04-04,0.0021751,3.88461126,0.24486695
1989-04-05,1.35448617,3.17161504,0.17280559
1989-04-06,2.26606855,2.52686248,0.13790763
1989-04-07,0.00054377,4.38053301,0.12175896
1989-04-08,0.03012507,3.40783039,0.10931515
1989-04-09,11.53376862,0.93338773,0.10308819
1989-04-10,21.47319239,2.8429038,0.13706026
1989-04-11,5.37433395,2.3406743,0.50163844
1989-04-12,9.94333886,2.24926594,0.55945239
1989-04-13,21.97727063,1.045242,0.6453002
1989-04-14,13.62447007,2.91185432,5.58299978
1989-04-15,0.0,2.63284401,2.00333846
1989-04-16,1.08390432,1.22925504,0.85797889
1989-04-17,0.62631867,1.74497011,0.56769079
1989-04-18,0.00108755,2.16992936,0.45644381
1989-04-19,0.18075041,3.20146825,0.37842973
1989-04-20,0.0,3.31234369,0.3167627
1989-04-21,0.0,2.55905389,0.28007038
1989-04-22,0.0,3.90233829,0.25319331
1989-04-23,0.0,4.09195223,0.22906532
1989-04-24,0.0,4.08189232,0.20971366
1989-04-25,0.0,3.66976624,0.19396921
1989-04-26,0.0,3.42947259,0.18072707
1989-04-27,0.0182708,3.24801527,0.16848032
1989-04-28,0.0,2.68966835,0.15734682
1989-04-29,0.23578032,3.03404028,0.15129734
1989-04-30,0.15970637,1.730832,0.14553354
1989-05-01,28.86965787,1.73278958,0.1630022
1989-05-02,0.69728114,2.33425779,0.61890477
1989-05-03,0.0,1.53991304,0.42338905
1989-05-04,23.22137062,1.7125612,0.27178579
1989-05-05,6.40353457,2.64513326,1.53987024
1989-05-06,0.49777054,3.06965746,0.98048603
1989-05-07,0.57487766,2.95513871,0.50584561
1989-05-08,0.0,3.17949978,0.37893336
1989-05-09,2.50946168,1.95486684,0.31924566
1989-05-10,47.20364375,1.40516584,0.32156147
1989-05-11,1.64225125,1.30473085,6.33457225
1989-05-12,6.3563351,1.43028821,2.4579503
1989-05-13,0.94904841,1.27134315,1.7455949
1989-05-14,0.0,1.73463841,1.18251594
1989-05-15,0.05519304,2.58379562,0.83835276
1989-05-16,0.0,2.49216969,0.67141852
1989-05-17,0.0,1.21196306,0.57703981
1989-05-18,0.74942905,0.61011421,0.50694744
1989-05-19,5.05535621,1.56900493,0.49105564
1989-05-20,0.0,2.38847205,0.5308709
1989-05-21,0.0,1.47411638,0.44880801
1989-05-22,12.98053297,0.62403481,0.39372113
1989-05-23,14.00772169,0.86536163,1.31454146
1989-05-24,2.76911369,0.63539968,1.78510227
1989-05-25,2.09467107,1.21620449,1.0291093
1989-05-26,0.0,1.60587278,0.97066417
1989-05-27,0.0,1.06661232,0.71222784
1989-05-28,0.0,1.26286031,0.59113921
1989-05-29,1.24361068,0.67243067,0.52143171
1989-05-30,27.18515553,1.12175096,1.17581482
1989-05-31,2.73088641,1.69690053,3.98047064
1989-06-01,0.0,1.65029911,2.01082692
1989-06-02,0.0,0.73072323,1.26626347
1989-06-03,0.01604133,0.64986406,0.94988344
1989-06-04,5.62941824,0.48325177,0.82113042
1989-06-05,9.26889631,0.62207722,1.05511986
1989-06-06,3.68722134,0.49912997,1.59484935
1989-06-07,3.15078851,0.33964112,1.43671432
1989-06-08,3.90663407,0.85709626,1.59199032
1989-06-09,5.49314848,0.43050571,1.70115901
1989-06-10,11.92419808,0.41511692,2.60996261
1989-06-11,12.21218078,1.26769986,4.32944799
1989-06-12,0.01402936,1.5798804,4.15909391
1989-06-13,0.0680261,0.62463297,2.04935122
1989-06-14,0.0,0.74246875,1.56597977
1989-06-15,0.19461664,0.74105494,1.32754563
1989-06-16,4.06275158,0.37895596,1.1297053
1989-06-17,11.98374137,0.96612291,1.11019573
1989-06-18,7.92539441,0.42392605,3.48005278
1989-06-19,8.54274076,0.70451333,4.3405762
1989-06-20,0.16775422,1.17808594,3.29659116
1989-06-21,0.0,1.60473085,1.95525841
1989-06-22,0.0,1.73626977,1.52952496
1989-06-23,0.0,0.72414357,1.29936662
1989-06-24,0.0,1.31870584,1.14438531
1989-06-25,0.0,0.90331703,1.00664614
1989-06-26,0.0,1.1710169,0.88339784
1989-06-27,0.0,1.22446985,0.80253794
1989-06-28,0.0,2.06275159,0.73671212
1989-06-29,0.0,1.43898859,0.68230482
1989-06-30,2.93382279,0.5380098,0.64008797
1989-07-01,2.89717242,0.82702558,0.64254014
1989-07-02,14.21397531,0.75948886,0.81145371
1989-07-03,1.90603593,0.63251767,1.89427095
1989-07-04,3.23365966,0.89717239,1.10901473
1989-07-05,1.33077762,0.55932573,0.92672971
1989-07-06,3.19728119,0.39798804,0.83238179
1989-07-07,9.76601429,0.31272431,1.08182098
1989-07-08,7.64458955,0.59934748,1.57376292
1989-07-09,1.49097337,0.41381186,1.84717396
1989-07-10,17.83947834,0.43877107,1.72253794
1989-07-11,6.67607406,1.03599785,3.96775896
1989-07-12,0.37536705,1.42860253,3.21994722
1989-07-13,0.01435563,0.52354541,1.97112162
1989-07-14,0.0,1.65067974,1.56400924
1989-07-15,0.0,0.77030996,1.34074775
1989-07-16,0.0,0.66856988,1.1717748
1989-07-17,1.06465473,0.85187603,1.07699362
1989-07-18,1.18526375,1.57640024,1.0129514
1989-07-19,0.49853182,1.35595434,0.89877941
1989-07-20,1.33893423,0.79673737,0.802351
1989-07-21,4.2705819,1.10190323,0.77300858
1989-07-22,0.0,0.90000004,0.88846272
1989-07-23,1.32582927,0.63964112,0.7682318
1989-07-24,0.03181077,2.06617731,0.70301517
1989-07-25,0.0,2.77634585,0.66034528
1989-07-26,0.0,1.9315389,0.59753464
1989-07-27,0.00717781,1.40587279,0.55694084
1989-07-28,0.05394236,0.99303971,0.53415219
1989-07-29,19.94638422,0.46764547,0.5241214
1989-07-30,13.53518247,1.06204462,2.12393666
1989-07-31,13.6283309,0.42506798,2.68357159
1989-08-01,7.52495931,0.92202285,3.53718936
1989-08-02,0.78243613,0.51201741,3.32606114
1989-08-03,0.0,1.11218056,1.96678689
1989-08-04,0.06373029,1.08118545,1.58992303
1989-08-05,10.94747166,1.08499188,1.46193534
1989-08-06,6.5069061,1.01952151,3.74134594
1989-08-07,11.58336075,0.77759653,2.43281284
1989-08-08,11.22234925,0.42664492,5.92784253
1989-08-09,8.46895072,0.73844482,4.6597097
1989-08-10,9.26590562,1.03137577,5.11224984
1989-08-11,3.45008161,2.28210987,4.4582362
1989-08-12,0.05214791,2.3874389,2.85964372
1989-08-13,0.0,2.73675916,2.20138553
1989-08-14,0.0,1.92305605,1.85722454
1989-08-15,0.0,1.7524742,1.62844513
1989-08-16,4.09858626,1.3899946,1.47592698
1989-08-17,0.40500273,2.78868955,1.45257532
1989-08-18,0.0,2.77476894,1.27936662
1989-08-19,0.48852638,1.02294728,1.10625467
1989-08-20,4.18597071,1.63735729,1.02457664
1989-08-21,1.70663407,1.85187606,1.10576204
1989-08-22,2.19728115,0.49711801,1.06576204
1989-08-23,21.54388311,1.00755848,2.25517924
1989-08-24,2.50005441,1.56786299,3.6888278
1989-08-25,1.48602503,1.45437741,1.87623928
1989-08-26,22.09505218,0.74371942,1.89564988
1989-08-27,9.31489957,1.496248,7.06463602
1989-08-28,1.16933117,1.33578034,4.52797449
1989-08-29,24.71256154,1.38972271,4.39861447
1989-08-30,4.27466023,1.99543234,7.99681108
1989-08-31,7.88390437,1.03529093,3.74864746
1989-09-01,14.72033744,1.89396413,4.63094348
1989-09-02,0.02773246,3.25948889,6.32480757
1989-09-03,0.00054377,2.64002179,3.4846932
1989-09-04,0.0,3.47031,2.57066197
1989-09-05,0.0,3.77460581,2.12137453
1989-09-06,0.0,3.23398588,1.825894
1989-09-07,0.0,3.8011419,1.63632725
1989-09-08,0.0,3.62093534,1.47474379
1989-09-09,0.0,3.73474723,1.34488674
1989-09-10,0.38346929,2.42256669,1.23473499
1989-09-11,7.79820569,1.66791739,1.18113481
1989-09-12,13.82675397,2.79706367,1.53149549
1989-09-13,2.44730834,1.94007616,2.6173521
1989-09-14,6.74562274,2.81044049,1.65524522
1989-09-15,1.3976618,2.17988043,1.71376952
1989-09-16,1.11642199,3.05149545,1.41858368
1989-09-17,0.00462208,2.07139755,1.33670992
1989-09-18,3.01484508,2.32778689,1.17946118
1989-09-19,1.7113649,1.93719417,1.1870464
1989-09-20,3.49358352,3.54790652,1.17995382
1989-09-21,0.00016313,3.43121265,1.11601056
1989-09-22,3.93240897,1.4041871,0.94891797
1989-09-23,5.03534534,3.86916807,0.97915549
1989-09-24,0.0,4.09912999,1.30261931
1989-09-25,1.02071781,2.48444813,0.93748845
1989-09-26,1.00467649,3.45290923,0.84864746
1989-09-27,0.00076128,4.15595446,0.84375192
1989-09-28,0.0,4.26644936,0.74953156
1989-09-29,0.0,4.46465474,0.69077854
1989-09-30,1.13349649,4.49815125,0.65702441
1989-10-01,0.12871126,3.81903215,0.63787112
1989-10-02,0.05019032,4.03115829,0.62834396
1989-10-03,0.07281131,4.55274617,0.60318892
1989-10-04,0.40277325,5.10777604,0.56898175
1989-10-05,0.86840676,2.38254492,0.5461821
1989-10-06,3.03735729,5.15029916,0.53108643
1989-10-07,0.0,2.93833609,0.54149109
1989-10-08,14.17286599,3.02588367,0.51952936
1989-10-09,2.11919525,2.85916263,0.75634924
1989-10-10,3.96666673,2.78765639,0.74468221
1989-10-11,3.68406751,2.66432848,0.6317528
1989-10-12,0.17112561,2.92849379,0.66974269
1989-10-13,12.84649282,2.236161,0.5917594
1989-10-14,12.14437213,4.26634046,0.96110622
1989-10-15,0.0021751,6.00206645,1.44903013
1989-10-16,4.97052754,4.65345307,0.81102045
1989-10-17,0.61005982,5.32506814,0.70980427
1989-10-18,0.24355629,5.53447537,0.59693204
1989-10-19,0.0,5.02686254,0.54023972
1989-10-20,9.40706912,4.14089187,0.50806246
1989-10-21,0.00500272,5.41876033,0.54136354
1989-10-22,0.0,5.03164778,0.51722454
1989-10-23,0.0,5.55372496,0.45522102
1989-10-24,0.08618815,5.63404032,0.42722015
1989-10-25,7.94893978,3.44953783,0.4117616
1989-10-26,6.47357274,4.05301807,0.46674951
1989-10-27,18.24540536,2.44823276,0.63143611
1989-10-28,7.49483432,3.86280591,1.48341544
1989-10-29,0.10723219,5.98352371,1.23818342
1989-10-30,0.21952148,4.34317572,0.71719375
1989-10-31,15.55546524,4.35883637,0.59208489
1989-11-01,0.53355085,4.3851551,1.21571806
1989-11-02,0.0,5.03599788,0.82757422
1989-11-03,1.86226214,5.38700387,0.60017374
1989-11-04,0.31353997,5.38379564,0.54668353
1989-11-05,0.02158782,7.10647104,0.52650539
1989-11-06,10.52680819,2.36737364,0.49730372
1989-11-07,30.444862,5.00543784,3.06476798
1989-11-08,0.04768896,4.12555744,1.95082472
1989-11-09,0.62343666,6.43371408,0.94633824
1989-11-10,0.0091354,5.85584566,0.74481196
1989-11-11,0.00413268,5.61326815,0.63600836
1989-11-12,1.11353999,6.31092995,0.58613371
1989-11-13,0.0,6.30853732,0.60016494
1989-11-14,0.0,6.32539435,0.52153068
1989-11-15,0.0,4.68118548,0.47761601
1989-11-16,0.20739533,5.42865697,0.45340884
1989-11-17,0.31294182,4.23382278,0.44670992
1989-11-18,0.0610658,6.2538881,0.4335166
1989-11-19,0.0,7.25269177,0.40980207
1989-11-20,0.0,6.73692235,0.37842094
1989-11-21,0.0,7.46247974,0.35527601
1989-11-22,0.0,6.77759657,0.3426457
1989-11-23,0.0,9.60859178,0.33329448
1989-11-24,0.0,8.14469838,0.31604355
1989-11-25,0.0,7.59059281,0.29503849
1989-11-26,1.928385,7.92952711,0.27988344
1989-11-27,0.02142469,8.15878208,0.27279965
1989-11-28,0.00087004,7.82887445,0.27612932
1989-11-29,0.0,9.22974465,0.25856389
1989-11-30,0.25296357,4.87346391,0.24020673
1989-12-01,0.45057097,7.74464396,0.23404882
1989-12-02,6.29119092,5.31538889,0.2446998
1989-12-03,0.0976074,6.49081034,0.24151748
1989-12-04,0.0,5.80831984,0.2464834
1989-12-05,0.0,7.2147907,0.2250143
1989-12-06,0.0,7.02631876,0.20956587
1989-12-07,0.37770528,8.18118557,0.19884627
1989-12-08,0.0,8.12767821,0.18304245
1989-12-09,0.00027189,8.0471997,0.17043105
1989-12-10,0.0,6.63246336,0.16183967
1989-12-11,0.0,9.66824384,0.15811524
1989-12-12,0.0,7.63670485,0.15370134
1989-12-13,0.79048398,2.49564988,0.14393732
1989-12-14,21.73898893,6.0193584,0.15643061
1989-12-15,0.03757477,5.92849385,0.28496811
1989-12-16,0.00500272,8.76492676,0.22952716
1989-12-17,0.0,8.77025572,0.18385045
1989-12-18,0.0,9.21886914,0.15537629
1989-12-19,0.01745514,8.73376855,0.14008489
1989-12-20,1.51098425,7.30625351,0.12744403
1989-12-21,0.0,8.39603065,0.12083286
1989-12-22,0.0,8.48183813,0.1192958
1989-12-23,0.0,8.63491037,0.11462569
1989-12-24,0.0,9.79907576,0.10719683
1989-12-25,0.0,8.70663415,0.09631757
1989-12-26,3.18243615,6.46661239,0.09094084
1989-12-27,0.99537794,3.13588909,0.08902353
1989-12-28,4.1268081,6.29782507,0.10018166
1989-12-29,0.0,8.040185,0.12081328
1989-12-30,0.0,9.40598174,0.11609369
1989-12-31,0.0,6.30788478,0.10054629
1990-01-01,0.0,9.97629172,0.08679107
1990-01-02,0.0,8.87601979,0.07987354
1990-01-03,0.0,12.00473108,0.07406048
1990-01-04,0.0,9.64518782,0.06439982
1990-01-05,0.0,6.58776517,0.05875324
1990-01-06,0.06911365,8.36655799,0.05727535
1990-01-07,0.0,4.45426867,0.05723598
1990-01-08,0.0,4.02142466,0.06210029
1990-01-09,6.3477978,3.95535626,0.06110424
1990-01-10,0.01979337,4.08183799,0.07525049
1990-01-11,2.58004354,6.82789567,0.09684561
1990-01-12,0.00114192,8.68102246,0.09656191
1990-01-13,2.79298535,7.96421984,0.08973785
1990-01-14,0.0,8.24415455,0.0847042
1990-01-15,0.0,8.05638943,0.08138773
1990-01-16,0.0137031,8.04899416,0.06292896
1990-01-17,0.0,8.09695501,0.05080119
1990-01-18,0.9767265,7.21750964,0.04462855
1990-01-19,1.55709627,5.22626438,0.04068947
1990-01-20,0.74339316,6.66008709,0.04398812
1990-01-21,0.0,8.31408389,0.05203277
1990-01-22,0.0,9.090321,0.05604179
1990-01-23,0.0,9.67558479,0.04864152
1990-01-24,0.0,11.33257226,0.0397682
1990-01-25,0.0,11.45176744,0.03409897
1990-01-26,0.0,9.56079411,0.02937959
1990-01-27,0.0,10.78031565,0.02555575
1990-01-28,0.0,8.5802068,0.02220585
1990-01-29,0.0,9.33017967,0.01778205
1990-01-30,0.0,9.56813503,0.01564009
1990-01-31,0.0,9.86536191,0.01451001
1990-02-01,0.01669386,2.61963031,0.01402624
1990-02-02,13.71544346,3.51854273,0.0164687
1990-02-03,0.0,5.44823284,0.02296943
1990-02-04,0.03741164,6.03877115,0.04206884
1990-02-05,0.80505712,6.49255041,0.05297185
1990-02-06,0.0,7.05399681,0.04859732
1990-02-07,0.0,8.0313759,0.04126193
1990-02-08,0.091354,7.5731377,0.03780471
1990-02-09,19.85035383,4.50619911,0.03408137
1990-02-10,13.97036464,4.5949973,0.04692611
1990-02-11,3.9287113,6.01076685,0.10784715
1990-02-12,0.0771615,6.45100602,0.10918716
1990-02-13,0.23518217,7.07852101,0.08182824
1990-02-14,0.0,7.6343122,0.06251792
1990-02-15,0.0,8.86802628,0.0516457
1990-02-16,0.0,8.71832522,0.04348955
1990-02-17,0.04225122,4.28259932,0.03795821
1990-02-18,0.79815118,6.76574236,0.03515417
1990-02-19,0.0,7.36639491,0.03013635
1990-02-20,0.0,8.61549779,0.02842094
1990-02-21,0.0,8.77090825,0.02520101
1990-02-22,0.10157695,5.20783042,0.02015951
1990-02-23,5.13545413,6.24399143,0.02029941
1990-02-24,0.0,7.48961404,0.02250341
1990-02-25,0.0,7.91598711,0.02516362
1990-02-26,0.0,7.57112571,0.02268375
1990-02-27,1.72517674,6.49711809,0.02047972
1990-02-28,0.76112019,3.62349108,0.01922844
1990-03-01,0.00413268,6.13926059,0.02102556
1990-03-02,1.35867321,7.26634049,0.02055953
1990-03-03,0.0,7.87520408,0.01830328
1990-03-04,0.0,7.73757495,0.01871018
1990-03-05,1.2976618,7.15894514,0.01776631
1990-03-06,0.0,5.98259929,0.01676134
1990-03-07,0.0,6.70777605,0.01476912
1990-03-08,0.0,7.0072867,0.01386958
1990-03-09,0.0,8.14959241,0.01319664
1990-03-10,0.0,4.76552483,0.01323013
1990-03-11,0.0,5.66068527,0.0130183
1990-03-12,0.0,5.75693324,0.01321634
1990-03-13,0.0,6.53855366,0.01249514
1990-03-14,0.0,6.82425242,0.01145962
1990-03-15,0.00978793,5.45573692,0.0114744
1990-03-16,0.0,6.66639488,0.01174929
1990-03-17,0.0,5.83556295,0.0116547
1990-03-18,0.0,6.317999,0.01157785
1990-03-19,0.0,7.36503544,0.01108324
1990-03-20,0.0,6.63817299,0.00999945
1990-03-21,0.0,5.00054389,0.00986941
1990-03-22,0.0,6.05443189,0.00991177
1990-03-23,0.0,6.44540516,0.01031179
1990-03-24,0.0,6.46601419,0.01037779
1990-03-25,0.00554649,6.71914099,0.01014625
1990-03-26,0.04301251,6.87563902,0.01025463
1990-03-27,0.0,6.3302339,0.00927352
1990-03-28,14.32550326,4.35796635,0.00937471
1990-03-29,0.0,5.73561727,0.01388731
1990-03-30,0.0,5.26780873,0.01886585
1990-03-31,0.0,3.85399679,0.0219645
1990-04-01,0.0,5.40560096,0.01968362
1990-04-02,0.0,4.66193591,0.01739485
1990-04-03,0.0,5.37901044,0.01655936
1990-04-04,0.0,5.27417082,0.01534256
1990-04-05,0.0,4.72550311,0.01484401
1990-04-06,0.0,4.98107677,0.01466173
1990-04-07,0.0,4.78809144,0.01492971
1990-04-08,0.0,3.11294185,0.01435531
1990-04-09,0.22561175,4.9057097,0.01451394
1990-04-10,0.01016857,1.80652531,0.0148046
1990-04-11,12.62457874,1.60081568,0.01834071
1990-04-12,15.90951642,2.97319202,0.03013833
1990-04-13,0.01163676,2.72142473,0.03662327
1990-04-14,30.85448663,3.07623714,0.04146184
1990-04-15,0.00560087,3.47417079,0.05709215
1990-04-16,0.0,4.39162597,0.08614471
1990-04-17,0.0,4.4380099,0.05733253
1990-04-18,0.0,2.78384993,0.04493402
1990-04-19,0.27351822,2.09755306,0.0354823
1990-04-20,0.17253943,1.748124,0.03445085
1990-04-21,43.0558462,1.49978252,0.04524434
1990-04-22,11.54404585,2.60391526,0.11339411
1990-04-23,0.0091354,2.50870045,0.17668749
1990-04-24,0.54643828,1.75600874,0.1152958
1990-04-25,0.02816748,1.74714521,0.08312096
1990-04-26,7.89260483,2.64127246,0.07557181
1990-04-27,1.2680805,2.71337687,0.06793204
1990-04-28,0.0,2.04246877,0.06673587
1990-04-29,0.15959761,1.29287658,0.0702494
1990-04-30,7.54556833,1.11859707,0.07431163
1990-05-01,0.69418163,2.27422516,0.08115329
1990-05-02,0.0,3.08548127,0.09039125
1990-05-03,0.0,2.77585651,0.07839059
1990-05-04,0.0,2.84410012,0.07064746
1990-05-05,0.0,1.99445357,0.06500484
1990-05-06,0.83708539,2.75274609,0.06215945
1990-05-07,0.0,2.68727571,0.05952672
1990-05-08,0.0,1.87319201,0.05674731
1990-05-09,0.03926047,2.16742799,0.05531581
1990-05-10,0.4815117,0.69999999,0.05388014
1990-05-11,4.34497017,1.78678631,0.05638465
1990-05-12,1.14556826,1.94236001,0.06100462
1990-05-13,0.00054377,2.29499734,0.06107763
1990-05-14,0.0,1.94600325,0.0593554
1990-05-15,0.0,1.95312673,0.05722015
1990-05-16,0.0,1.32610116,0.05628524
1990-05-17,35.9659063,0.54768898,0.0589879
1990-05-18,7.29945639,2.24524203,0.33551133
1990-05-19,0.0,1.65644375,0.39383989
1990-05-20,0.00935291,2.34714524,0.2018907
1990-05-21,0.0,1.78330621,0.13274467
1990-05-22,0.0,1.22974446,0.10697031
1990-05-23,0.16943992,0.52746058,0.0948289
1990-05-24,7.666123,1.17694403,0.09067891
1990-05-25,0.01065797,1.12224038,0.09561403
1990-05-26,0.0,1.12854816,0.09763492
1990-05-27,0.01952148,1.68553564,0.09105322
1990-05-28,0.02419793,2.42267543,0.08487178
1990-05-29,0.0,2.29782495,0.08083814
1990-05-30,0.0,1.02898315,0.07771366
1990-05-31,23.41201766,0.66411094,0.08170904
1990-06-01,3.06128335,0.74698207,0.20367407
1990-06-02,1.30435022,0.40174009,0.26680888
1990-06-03,10.88292566,0.63452963,0.3476402
1990-06-04,0.22175096,1.34622079,0.41585001
1990-06-05,0.0,1.99516046,0.24009897
1990-06-06,0.0,2.16215343,0.18208687
1990-06-07,0.0,2.11354005,0.15004596
1990-06-08,0.0,1.86655795,0.1321634
1990-06-09,0.0,1.3988581,0.11997581
1990-06-10,9.4033172,0.78172921,0.11279305
1990-06-11,0.0,1.49396411,0.14470596
1990-06-12,0.01859706,0.56150082,0.16386936
1990-06-13,1.08259925,0.35595433,0.14026237
1990-06-14,2.13110392,1.79864063,0.12720761
1990-06-15,0.0,0.59624797,0.12303981
1990-06-16,1.00527463,0.47417076,0.11576864
1990-06-17,17.48618837,1.61321373,0.16973169
1990-06-18,0.0,1.56867866,0.71573565
1990-06-19,0.0,1.69467106,0.31632945
1990-06-20,0.0,0.59173466,0.21612778
1990-06-21,0.00467645,0.33735727,0.1758896
1990-06-22,1.67357261,0.70875477,0.15842072
1990-06-23,0.14850462,0.30000001,0.1552483
1990-06-24,7.26895069,0.6307776,0.15467671
1990-06-25,0.0,0.7550843,0.17937739
1990-06-26,2.39711803,0.40418706,0.20009743
1990-06-27,9.58102257,0.30598152,0.29225863
1990-06-28,22.28472027,0.57607397,2.44246756
1990-06-29,11.21489959,0.34605765,2.67380691
1990-06-30,12.44594918,0.67248505,2.53991643
1990-07-01,9.35910847,0.38749321,1.81781394
1990-07-02,21.99494342,0.37944536,4.36492193
1990-07-03,9.89004917,0.56084829,4.35861007
1990-07-04,8.25013609,0.3317564,3.08249395
1990-07-05,29.20331743,0.3517129,4.11396525
1990-07-06,11.43817316,0.64018489,8.66056741
1990-07-07,10.97275712,0.34295814,4.43122938
1990-07-08,4.61533449,0.62267536,5.18515505
1990-07-09,0.52969006,0.57944536,3.28497911
1990-07-10,0.61305058,0.74758022,2.14551353
1990-07-11,0.0,1.69793371,1.60539037
1990-07-12,0.04796085,0.76209897,1.26350341
1990-07-13,5.88874397,0.33202829,1.03758302
1990-07-14,1.17362699,0.89293096,1.13019793
1990-07-15,3.73893429,0.9396955,1.01186717
1990-07-16,7.81098434,0.799565,1.05107983
1990-07-17,13.50114204,0.95203917,1.60726193
1990-07-18,11.8660686,0.4425775,2.17654937
1990-07-19,18.31930441,0.58651441,5.7452826
1990-07-20,1.22256663,0.54350191,4.71194194
1990-07-21,10.05361621,0.53072323,2.45498131
1990-07-22,9.41131077,0.8949973,4.05937981
1990-07-23,15.06933145,1.77808595,3.99023532
1990-07-24,0.01234367,0.88966831,4.42375192
1990-07-25,8.79505178,0.90619904,2.66050143
1990-07-26,6.32126162,1.52979884,2.78308775
1990-07-27,0.0,1.13926048,2.51517484
1990-07-28,0.24399131,1.27868409,1.84333187
1990-07-29,0.32414356,0.91963025,1.55711238
1990-07-30,0.00054377,1.55269171,1.35138993
1990-07-31,0.0,2.01745517,1.16074115
