Date,Pptn,PET,streamflow_mm
1979-04-06,0.0,3.336919977,0.01667359
1979-04-07,0.0,2.74640219,0.01602261
1979-04-08,0.0,4.586281099,0.0147077
1979-04-09,0.0,6.022999306,0.01343173
1979-04-10,0.477807676,3.293073323,0.01282768
1979-04-11,1.203093491,3.140820534,0.01256711
1979-04-12,0.000537996,3.303026224,0.0118742
1979-04-13,0.0,4.32965719,0.01257209
1979-04-14,2.773234752,2.320376579,0.01246426
1979-04-15,2.465770042,1.934498984,0.01131307
1979-04-16,2.075386757,3.116274505,0.01107246
1979-04-17,0.403967733,3.241291219,0.01004209
1979-04-18,3.531674584,2.645258983,0.01024478
1979-04-19,13.36449244,1.943913914,0.01191313
1979-04-20,7.747814419,2.085070734,0.01742441
1979-04-21,0.596166784,1.867249503,0.05201661
1979-04-22,0.0,3.119435229,0.0633126
1979-04-23,0.0,2.377336936,0.05725619
1979-04-24,5.190181656,2.164156101,0.04416711
1979-04-25,0.272629459,2.448554204,0.03492857
1979-04-26,0.078412914,3.384734408,0.03203532
1979-04-27,0.0,3.612777475,0.02871165
1979-04-28,0.0,5.189912823,0.02617554
1979-04-29,0.0,5.369267105,0.02488158
1979-04-30,0.037861467,1.895561531,0.02265113
1979-05-01,7.286482954,2.03631478,0.02210598
1979-05-02,6.379892498,1.883725614,0.02521107
1979-05-03,3.235575059,2.307330197,0.03257248
1979-05-04,0.0,2.693745851,0.03808856
1979-05-05,0.333759257,1.9380632,0.03791302
1979-05-06,0.0,1.65696036,0.03487876
1979-05-07,0.098184266,2.09878957,0.03298076
1979-05-08,0.0,2.203967782,0.03078835
1979-05-09,0.0,1.909549407,0.02891118
1979-05-10,0.052992603,1.997242785,0.02627338
1979-05-11,0.939273718,1.477605913,0.02429054
1979-05-12,0.512239419,2.185608669,0.02239054
1979-05-13,0.0,3.219973145,0.02104866
1979-05-14,0.269334238,2.606388839,0.02043263
1979-05-15,0.054875589,3.371351769,0.01910872
1979-05-16,0.33786147,1.941291176,0.01838687
1979-05-17,8.315938349,2.428715595,0.0193224
1979-05-18,0.0,2.276529941,0.02067225
1979-05-19,0.135507736,1.387020851,0.02642304
1979-05-20,14.5938805,1.211096217,0.03333421
1979-05-21,38.41553561,1.423268307,0.06885398
1979-05-22,1.908137219,1.099932774,0.20490538
1979-05-23,1.86079356,0.528177544,0.25620427
1979-05-24,27.21143266,1.217014174,0.22014128
1979-05-25,1.458910577,1.766106306,0.27074064
1979-05-26,3.497511814,1.219031659,0.20514497
1979-05-27,0.195561536,1.340820476,0.14679758
1979-05-28,3.926899862,1.865232039,0.1297844
1979-05-29,0.064761266,3.082985996,0.14167554
1979-05-30,0.0,2.513046437,0.11155324
1979-05-31,0.0,3.00995294,0.09061439
1979-06-01,0.0,1.5964358,0.07721666
1979-06-02,5.376530012,1.359986564,0.08180232
1979-06-03,5.791728442,1.250302682,0.12606036
1979-06-04,1.479219918,0.781775394,0.26871376
1979-06-05,29.95568313,1.126563581,0.3128835
1979-06-06,0.0,1.702891777,0.25343859
1979-06-07,0.0,2.700605293,0.19134686
1979-06-08,1.687155379,0.565635524,0.14935345
1979-06-09,1.74478819,1.113113679,0.12257591
1979-06-10,0.224008073,1.0,0.11083448
1979-06-11,3.690719593,0.926227325,0.11381972
1979-06-12,0.337121727,1.082784149,0.11907143
1979-06-13,0.583187634,1.117552146,0.11262151
1979-06-14,0.511096172,1.133423031,0.1107446
1979-06-15,0.0,1.035036996,0.11547707
1979-06-16,4.069199789,1.156287865,0.11036531
1979-06-17,18.64135866,0.936987245,0.17464338
1979-06-18,0.026630801,1.399999976,0.25779178
1979-06-19,0.065904507,2.104707603,0.18972957
1979-06-20,0.702689989,0.600000024,0.14316315
1979-06-21,6.965501158,1.525689313,0.13613442
1979-06-22,0.704976477,0.985339615,0.16220295
1979-06-23,5.261197176,1.127706823,0.16377069
1979-06-24,2.038264992,1.019838606,0.21077623
1979-06-25,2.14115674,1.422730311,0.26969162
1979-06-26,2.132952288,0.519098861,0.35871112
1979-06-27,19.48843352,1.216072681,0.30915129
1979-06-28,0.007800942,1.130127805,0.3203321
1979-06-29,2.756220617,1.272965768,0.38800474
1979-06-30,3.824075391,0.921452617,0.65078809
1979-07-01,4.765904545,0.893745831,0.62079599
1979-07-02,3.646940196,0.957296596,0.76749341
1979-07-03,0.705581725,1.48345662,0.59127306
1979-07-04,0.974646959,1.152185645,0.4249262
1979-07-05,0.217619373,1.376395449,0.34830785
1979-07-06,0.512104915,1.119098885,0.32609383
1979-07-07,7.687088259,1.689105627,0.70870849
1979-07-08,1.240685966,1.666980531,1.643097
1979-07-09,5.148486941,1.724478858,1.17404059
1979-07-10,0.677538691,1.264626818,0.95880074
1979-07-11,29.45877645,1.197041069,0.72124671
1979-07-12,8.378211305,1.299125802,0.73921982
1979-07-13,21.23772716,1.329388068,0.85645229
1979-07-14,3.128043104,1.263281838,1.81512388
1979-07-15,17.31089483,1.820174893,2.23965208
1979-07-16,3.104707521,1.162811068,2.51411703
1979-07-17,0.761062561,1.740282505,2.12653137
1979-07-18,0.119300608,2.446267703,1.64739062
1979-07-19,0.306657705,1.746872957,1.15477069
1979-07-20,4.284061919,1.847141923,1.01359515
1979-07-21,1.507733713,1.260255586,1.42953611
1979-07-22,14.35716232,2.208406237,1.17394043
1979-07-23,3.157969118,2.055682663,1.02886927
1979-07-24,0.670342986,1.197175568,1.03526094
1979-07-25,0.683053147,1.399999976,0.88305219
1979-07-26,0.031809012,2.085474214,0.71608593
